보증_고유키,상품설명
보증_761,정기적으로 적립하여 만기에 약정한 목돈을 지급하는 예금
보증_762,농업·농촌 및 사회공헌 관련 공익기금을 조성하는 가치소비형 금융상품
보증_763,ISA편입 자산을 운용하기 위한 정기예금
보증_764,ISA편입 자산을 운용하기 위한 정기예금
보증_765,라이프사이클에 맞춰 필요할 때 찾아 쓰는 적립식 상품
보증_766,ISA편입 자산을 운용하기 위한 정기예금
보증_767,만기까지의 예치를 조건으로 일정금액을 예입하는 상품
보증_768,만기에 구애받지 않고 편리하게 거래하는 회전형 정기예금
보증_769,ISA편입 자산을 운용하기 위한 정기예금
보증_770,무기명 할인식으로 발행되어 자유롭게 양도할 수 있는 단기 고수익 상품
보증_771,은퇴(준비) 고객을 위한 입출식 상품
보증_772,카카오페이 할 때 정말 편한 통장
보증_773,전자금융 전용 무통장 입출식 예금
보증_774,법령에 따라 압류가 금지되는 수급금 등의 압류방지 전용통장
보증_775,실업급여 수급권자의 수급권을 보호하는 압류방지전용통장
보증_776,법령에 따라 압류가 금지되는 수급금 등의 압류방지 전용통장
보증_777,법령에 따라 압류가 금지되는 수급금 등의 압류방지 전용통장
보증_778,공무원연금 수급권자의 수급권을 보호하는 압류방지전용통장
보증_779,국민연금 수급권을 보호하는 압류방지전용통장
보증_780,단기여유자금을 예치하고자 하는 개인고객을 위한 상품
보증_781,청소년고객에게 다양한 서비스 혜택과 금융거래 경험을 제공하는 상품
보증_782,서류없이 바로 가입하는 개인사업자 전용통장
보증_783,철˙구리/금 제품의 매매대금결제와 부가가치세 납부를 지원하는 계좌
보증_784,착한거래 및 금융거래 실적에 따라 금융수수료 면제
보증_785,개인사업자를 위한 전용 특화상품
보증_786,외국인 우대 전용통장
보증_787,급여소득자에게 다양한 금융 혜택을 제공하는 입출식 통장
보증_788,연계상품과의 복합거래를 통한 우대서비스 제공
보증_789,군인 및 국가보훈 대상자를 위한 입출금 통장
보증_790,소비자금 또는 유휴자금의 일시적 보관을 목적으로 개설하는 입출금이 자유로운 상품
보증_791,농협은행 예금상품 가입과 동시에 개설하여 증권거래를 할 수 있는 입출식 통장
보증_792,사회전반으로 법질서 실천 운동을 확대해 나가는 공익금융상품
보증_793,구직촉진수당등 수급권자의 수급권을 보호하는 압류방지전용통장
보증_794,사학연금 수급권자의 수급권을 보호하는 압류방지전용통장
보증_795,주택연금 수급권자의 수급권을 보호하는 압류방지전용통장
보증_796,체당금(대지급금) 수급권자의 수급권을 보호하는 압류방지전용통장
보증_797,"공직선거 입후보자 선거비용의 수입, 지출을 종합적으로 관리하기 위한 수시입출식 예금"
보증_798,농촌 귀농 준비자금 마련을 위한 자유적립식 적금
보증_799,아동수당 수령고객을 우대하는 적금상품
보증_800,신용카드/현금카드/제로페이 가맹점통장 이용 시 우대혜택
보증_801,산재보험급여 수급금의 압류방지 전용계좌
보증_802,모임 및 회비관리를 위한 농협은행 입출식 통장
보증_803,은퇴자금 운영을 위한 연금예금 상품
보증_804,사회전반으로 법질서 실천을 확대해 나가는 공익상품
보증_805,군인연금 수급권자의 수급권을 보호하는 압류방지전용통장
보증_806,자금의 일시적 보관 목적으로 개인이 거래할 수 있는 입출금이 자유로운 상품
보증_807,환급성·안정성 보장 금융상품
보증_808,단기자금 굴려 목돈 만들기
보증_809,환금성이 보장된 채권투자
보증_810,
보증_811,
보증_812,누구나 쉽게 우대받는 DIY
보증_813,직장인의 알짜배기 재테크
보증_814,우리 모두의 소중한 날을 위한 특별한 준비
보증_815,국군장병 미래준비 맞춤적금
보증_816,힘찬 미래 높은 도약
보증_817,맑은하늘 만들고 금리도 Up
보증_818,어린이/청소년 무료 보험가입
보증_819,금액·기간 자유로운 목돈마련
보증_820,현명한 가맹점주의 실속 선택
보증_821,사회배려계층 행복 디딤돌
보증_822,단체가입/병역명문가 우대금리 제공
보증_823,최장 72개월 목돈마련 플랜
보증_824,사회초년생 월복리 목돈적금
보증_825,노랑풍선 최대 3만원 & 4% 할인쿠폰!
보증_826,반려동물과 추억도 쌓고 금리도 받고반려용품 할인쿠폰까지!!
보증_827,사관생도·직업군인 맞춤 적금
보증_828,단체가입/병역명문가 우대금리 제공
보증_829,활기찬 시니어를 위한 건강한 선택
보증_830,
보증_831,성실상환자 재기지원 적금
보증_832,
보증_833,한국씨티은행 고객을 위한 특별한 혜택
보증_834,소득이 있는 누구나 혜택을 받을 수 있는
보증_835,나의 소비내역을 바탕으로 알아서 저축해주는 똑똑한 통장
보증_836,압류금지 수급권자의 수급권보호를 위한
보증_837,한국주택금융공사의 주택담보노후연금(주택연금)을 수령하는 고객
보증_838,사업자 은행 거래의 시작!
보증_839,연 1.5% 비상금 이율과 출금·이체수수료 횟수제한 없이 면제!
보증_840,군인연금 압류방지 전용통장
보증_841,저금통 특별우대이율 제공
보증_842,내 아이를 위한 마일리지 적립
보증_843,통장 하나로 증권매매까지!
보증_844,어린이집/복지시설 우대혜택
보증_845,부가세 납부·환급을 자동으로!
보증_846,보훈급여금 압류방지 통장
보증_847,공무원연금 압류방지 통장
보증_848,모두가 ONE하는 다양한 수수료 혜택
보증_849,하도급관리시스템관리 통장
보증_850,안정적인 노후생활의 파트너
보증_851,사학연금 압류방지 전용통장
보증_852,KB주거행복월세대출 약정통장
보증_853,혜택 많은 외국인전용 통장
보증_854,나라를 지키는 당신을 위한 혜택
보증_855,단 하루만 맡겨도 금리혜택
보증_856,가계당좌 결제용 입출금통장
보증_857,입출금이 자유로운 대표상품
보증_858,행복지킴 압류방지 안심통장
보증_859,국민연금 압류방지 전용통장
보증_860,산업재해보험금 압류방지통장
보증_861,내 집 마련의 시작
보증_862,주택청약종합저축에 자격충족 시 우대이율 및 비과세 혜택이 추가된 상품
보증_863,나에게 보너스를 선물하는 자유적금
보증_864,청년의 중장기 자산형성을 지원
보증_865,행운을 드리는 자유적금
보증_866,함께 가입하고 우대금리 받으세요.
보증_867,대구은행 적금이 처음이라면~
보증_868,주거래 고객 우대 정기적금
보증_869,가입자격을 충족한 청년층에 이자율 등 우대조건을 설정한 주택청약종합저축
보증_870,내집마련과 목돈마련을 한번에!!
보증_871,나 자신을 위한 목돈마련적금
보증_872,핫플로 떠나는 펀세이빙 정기적금
보증_873,만29세 이하 청춘들 모여라~
보증_874,즐거운 연금 생활 ~ 세대공감 우대이자율도 함께 !!
보증_875,직장인 전용 맞춤 정기적금
보증_876,내 손으로 만드는 정기적금
보증_877,신용카드 쓰고 이자 담는 정기적금
보증_878,신용카드 쓰고 이자 담는 자유적금
보증_879,2040세대를 위한 자유적금
보증_880,연금 수급 고객 우대 정기적금
보증_881,"쉽고, 간단하고, 스마트한 자유적금"
보증_882,사업자들의 목돈마련을 위한 정기적금
보증_883,자유로운 적금을 원한다면~
보증_884,평생저축 습관을 위한 첫걸음
보증_885,사업자들의 목돈마련을 위한 자유적금
보증_886,내사랑 내아이를 위한 재테크의 시작
보증_887,장기계속 성실사업자 및 모범납세자 전용 정기적금
보증_888,장기계속 성실사업자 및 모범납세자 전용 정기적금
보증_889,"여행자금 모으고, 여행상품 할인도 받는 정기적금"
보증_890,"여행자금 모으고, 여행상품 할인도 받는 정기적금"
보증_891,친환경활동에 따른 우대이자율을 지급하는 정기적금
보증_892,매월 일정한 금액을 저축하는 목돈마련용 정기적금
보증_893,매월 일정한 금액을 저축하는 목돈마련용 정기적금
보증_894,청년 장병들의 목돈마련을 위한 자유적금
보증_895,사업자를 위한 목돈마련용 정기적금
보증_896,사업자의 목돈마련을 위한 자유적금
보증_897,사회소외계층들에게 우대이자율을 지급하는 정기적금
보증_898,연금 수급 고객 우대 예금
보증_899,대구은행 예금이 처음이라면~
보증_900,함께 가입하고 우대금리 받으세요.
보증_901,"쉽고, 간단하고, 스마트한 정기예금"
보증_902,주거래 고객 우대 정기예금
보증_903,급여받고~우대이자율 받는 정기예금
보증_904,사업자 고객 우대이자율 제공 정기예금
보증_905,회전주기마다 이자가 복리로!!
보증_906,회전주기(1개월~12개월) 내가 선택하는 정기예금
보증_907,즐거운 연금생활~ 세대공감 우대이자율도 함께 !!
보증_908,연금처럼 받는 정기예금
보증_909,세대공감 우대이자율과 함께 연금 처럼 받는 정기예금
보증_910,장기계속 성실사업자 및 모범납세자 전용 정기예금
보증_911,장기계속 성실사업자 및 모범납세자 전용 정기예금
보증_912,친환경활동에 따른 우대이자율을 지급하는 정기예금
보증_913,추가입금이 가능한 정기예금
보증_914,시장실세금리를 적용하는 확정이자율 정기예금 상품
보증_915,기한부 저축성예금으로 목돈 운용에 적합한 예금상품
보증_916,양도성을 부여한 무기명/할인식으로 발행되는 예금증서
보증_917,은행 보유 유가증권 일정기간 후 환매수 조건 매도 상품
보증_918,사업자고객 전용상품으로 신규가입일 및 신규가입일 이후의 거래실적에 따라 우대이자율이 적용되는 정기예금
보증_919,금융기관이 발행하는 약속어음
보증_920,수수료는 NO! 나만의 스마트통장
보증_921,"모임을 쉽고, 간편하게"
보증_922,GREiT카드 사용실적에 따라 우대혜택을 드리는 상품
보증_923,주거래고객에게 수수료우대혜택 제공
보증_924,첫거래 고객에게 수수료 면제서비스를 드리는 상품
보증_925,직장인 전용 입출금 통장
보증_926,연금수급고객을 위한 우대 통장
보증_927,사업자 전용 입출금 통장
보증_928,만29세 이하 청춘들 모여라~
보증_929,국민연금 압류방지 전용통장
보증_930,교사 및 교직원전용 입출금통장
보증_931,모임 및 회비관리를 위한 모임전용통장
보증_932,개인고객 전용 입출금 통장
보증_933,기업고객 전용 입출금통장
보증_934,누구나 가입할 수 있는 입출금통장
보증_935,기초생활수급 등 압류방지전용통장
보증_936,금액별 차등 이자율을 드리는 개인MMDA 상품
보증_937,금액별 차등 이자율을 드리는 기업MMDA 상품
보증_938,전국 지방은행을 대구은행처럼 이용 가능한 입출금통장
보증_939,후원금 모금을 위한 전용 입출금통장
보증_940,공직선거 선거자금관리 전용 입출금통장
보증_941,정치후원금 전용 입출금통장
보증_942,철/구리 제품의 부가가치세 납부 전용 계좌
보증_943,보증서 담보대출 실행자금 입금 전용계좌
보증_944,사업자 전용 입출금 통장
보증_945,공무원연금 압류방지 전용통장
보증_946,보훈급여금 등 압류방지 전용통장
보증_947,주택연금 압류방지 전용통장
보증_948,산재보험급여 압류방지 전용통장
보증_949,임금채권 압류 방지 전용통장
보증_950,군인연금 압류방지 전용통장
보증_951,금리부터 한도까지파킹통장 그 이상 플러스박스
보증_952,30일만 모아도쏠쏠한 이자를 주는 챌린지박스
보증_953,
보증_954,복잡한 조건없이간편하게 보관하는 코드K 정기예금
보증_955,월 30만원으로누리는 간편한 코드K 자유적금
보증_956,"넉넉한 납입액,높은금리 큰돈 모으는 대표적금"
보증_957,까다로운 계좌개설도 정말 손쉽게
보증_959,여유 자금을 따로 보관하는 계좌 속 금고
보증_960,조금씩 매일매일 쌓이는 저금통
보증_961,실시간 이자로 돈 모으는 재미가 쏠쏠
보증_962,"매일, 매주, 매월 자유롭게"
보증_963,＇OK모바일뱅킹앱＇에서 가입할 수 있는 1년 단위 회전식 정기예금
보증_964,"만기는 3년 이지만, 1년만 되어도 중도해지 손해 없이 해지할 수 있는 목돈 굴리기 상품"
보증_965,＇OK모바일뱅킹앱＇에서 가입할 수 있는 6개월 단위 회전식 정기예금
보증_966,여유자금을 일정기간 동안 고정금리로 운용하는 목돈 굴리기 상품
보증_967,6개월 이상 단기 여유자금 운용에 유용한 목돈 굴리기 상품
보증_968,하루만 맡겨도 약정금리(3개월 단위 변동금리)가 적용되는 목돈 굴리기 상품
보증_969,퇴직연금 가입 기업 및 근로자의 퇴직연금 운용 목적 상품으로 중도해지 손실을 최소화한 확정금리 예금상품
보증_970,개인종합자산관리계좌(ISA)에 편입되는 금융상품을 운영하기 위한 ISA전용 정기예금 상품
보증_971,"매월 82,000원씩 12번을 모아 세후 100만 원(우대금리 포함, 정상납입 기준)을 만드는 정기적금"
보증_972,매월 일정 금액을 적립하여 목돈을 만드는 상품
보증_973,중도해지 손해 없이 목돈을 모으는 상품
보증_974,예치금액 50만원 이하분에 높은 금리가 적용되는 입출금이 자유로운 예금
보증_975,1억 원까지 높은 금리가 적용되는 입출금예금상품
보증_976,압류 및 상계가 불가하여 안전하게 노후자금을 관리할 수 있는 국민연금 수급 전용통장
보증_977,법인전용 입출금이 자유로운 예금 상품
보증_978,입출금이 자유로운 예금상품
보증_979,읏맨 유튜브 100만 구독자 달성 기념 상품 2탄
보증_980,5백만원까지 높은 금리가 적용되는 입출금 예금 상품
보증_981,"4대 페이사(네이버페이, 카카오페이, 페이코, 토스페이)에 결제/충전계좌로 등록 시 우대금리가 적용되는 입출금 예금 상품"
보증_982,5백만원까지 높은 금리가 적용되는 입출금 예금 상품
보증_983,하루만 맡겨도 높은 금리가 적용되는 입출금 예금 상품
보증_984,읏맨 유튜브 100만 구독자 달성 기념 상품[신규판매중단]
보증_985,이 상품은 한국투자저축은행과 제휴를 맺은 부보대상 금융기관이 가입할 수 있는 상품입니다.
보증_986,
보증_987,고객의 지급요구시 언제든지 조건없이 지급 가능한 입출금식 예금
보증_988,예치기간에 따라 단계별로 정해진 해당 이율을 적용하는 입출금이 자유로운 예금
보증_989,기업이 일시 여유자금을 예치하여 결제자금으로 이용할 수 있는 입출금이 자유로운 예금
보증_990,"일정금액을 일정기간 동안 예치하고, 계약당시의 확정금리를 만기까지 보장하는 거치식 예금"
보증_991,"일정금액을 일정기간 동안 예치하고, 계약당시의 확정금리를 만기까지 보장하는 거치식 예금"
보증_992,매1년 회전주기 단위로 약정이율이 변동되는 거치식 예금
보증_993,매1년 회전주기 단위로 약정이율이 변동되는 거치식 예금
보증_994,개인종합자산관리계좌(ISA)에 편입되는 금융상품 포트폴리오를 위한 전용 정기예금 상품
보증_995,퇴직연금 가입 기업 및 근로자를 대상으로 확정금리를 제공하는 예금 상품 (이 상품은 한국투자저축은행과 제휴를 맺은 금융기관이 가입할 수있는 상품입니다.)
보증_996,일정기간 동안 금액 및 횟수에 제한없이 자유롭게 부금을 납입하고 기간 만료시 월복리로 이자를 계산하여 원금과 함께 지급하는 상품
보증_997,변동금리가 적용되는 입출금이 자유로운 예금<br>선착순 1만 계좌 마감 시 별도 안내 없이 가입이 제한됩니다.
보증_998,중도해지 시에도 예치기간별 금리를 보장하는 상품!
보증_999,중도해지 시에도 예치기간별 금리를 보장하는 상품!
보증_1000,
보증_1001,"간편결제실적에따라우대금리가적용되는상품입니다.간편하게웰뱅모두페이통장을네이버페이,카카오페이,토스,페이코에연결하셔서우대금리받아보세요!"
보증_1002,직장인이라면WELCOME직장인사랑보통예금을주거래통장으로이용하세요.조건에따른우대금리가적용되는직장인전용상품입니다.WELCOMEPLUS보통예금또는WELCOME비대면보통예금통장을소지하신경우직장인사랑보통예금으로상품전환이가능합니다.
보증_1003,"금액,기간등에제한없이입출금이자유로우며,예치잔액에따라차등금리가적용되는모바일뱅킹전용보통예금입니다."
보증_1004,"금액,기간등에제한없이입출금이자유로우며,조건에따른우대금리가적용됩니다."
보증_1005,사업자라면WELCOME사장님사랑보통예금을주거래통장으로이용하세요.조건에따른우대금리혜택을제공해드립니다.
보증_1006,"예치금액,예치기간에제한없이수시입출금이가능하며,소정의이자를제공해드립니다.인터넷뱅킹과함께사용하면더욱편리한웰컴저축은행보통예금입니다."
보증_1007,법인또는개인사업자가일시적인여유자금을단하루만예치하셔도이자를드리는보통예금입니다.
보증_1008,법인또는개인사업자가일시적인여유자금을단하루만예치하셔도이자를드리는보통예금입니다.
보증_1009,
보증_1011,신용평점이낮은고객님도웰뱅의금융혜택을통해목돈마련을할수있도록지원하는상품입니다.예금자보호인터넷뱅킹모바일뱅킹
보증_1012,"공과금,카드대금등각종자동납부또는평잔실적에따라높은우대금리를제공하는적금!예금자보호영업점인터넷뱅킹모바일뱅킹"
보증_1013,상품가입기간내걸음수에따라우대금리를지급받을수있는적립식상품매일매일걸어서건강한몸과지구를만들어보세요
보증_1014,사전에지정한입출금계좌의잔돈을잔돈적립서비스에따라자동으로적립하는자유적립식적금입니다.예금자보호모바일뱅킹
보증_1015,"체크카드이용으로연말소득공제와추가우대금리까지제공되는체크플러스2정기적금!일정금액을정기적으로납입하여만기일에원리금을지급받는,목돈마련을위한가장보편적인장기저축상품으로체크카드사용실적에따라만기시추가우대금리를제공하는상품입니다."
보증_1016,"체크카드이용으로연말소득공제와추가우대금리까지제공되는체크플러스2정기적금!일정금액을정기적으로납입하여만기일에원리금을지급받는,목돈마련을위한가장보편적인장기저축상품으로체크카드사용실적에따라만기시추가우대금리를제공하는상품입니다."
보증_1017,"첫거래고객에게만드리는특별한상품!웰컴과예·적금거래가처음이시라면이기회를놓치지마세요.당행예·적금첫거래고객을위한비대면전용상품입니다.첫거래란당행예·적금가입이력이없는고객의예·적금최초개설을의미하며,본상품은최초개설한예·적금가입일로부터30일이내가입가능합니다."
보증_1018,"첫거래고객에게만드리는특별한상품!웰컴과예·적금거래가처음이시라면이기회를놓치지마세요.당행예·적금첫거래고객을위한비대면전용상품입니다.첫거래란당행예·적금가입이력이없는고객의예·적금최초개설을의미하며,본상품은최초개설한예·적금가입일로부터30일이내가입가능합니다."
보증_1019,"사전에지정한입출금통장에서설정한잔돈을적금으로적립하고,만기시만원단위로수령할수있는자유적립식적금입니다.예금자보호모바일뱅킹"
보증_1020,"월급의일부를모아목돈을만들어재테크의기반을만들고싶으신가요?그러나,많은투자상품가운데어떤상품을해야될지난감할때가있으시죠?망설이지마세요.재테크와목돈마련의시작은바로정기적금입니다.비과세종합저축으로도가능한웰컴저축은행의정기적금!재테크의시작!웰컴저축은행과시작하세요.예금자보호모바일뱅킹"
보증_1021,"월급의일부를모아목돈을만들어재테크의기반을만들고싶으신가요?그러나,많은투자상품가운데어떤상품을해야될지난감할때가있으시죠?망설이지마세요.재테크와목돈마련의시작은바로정기적금입니다.비과세종합저축으로도가능한웰컴저축은행의정기적금!재테크의시작!웰컴저축은행과시작하세요.예금자보호인터넷뱅킹"
보증_1022,"체크카드이용으로연말소득공제와추가우대금리까지제공되는체크플러스2정기적금!일정금액을정기적으로납입하여만기일에원리금을지급받는,목돈마련을위한가장보편적인장기저축상품으로체크카드이용시실적에따라추가우대금리를제공하는상품입니다."
보증_1023,자녀의희망찬미래를위한투자!만10세이하자녀를둔가정의목돈마련을위한정기적금입니다.
보증_1024,사회적배려가필요한분들의경제적자립기반마련을위한금리우대적금입니다.예금자보호영업점
보증_1025,"월급의일부를모아목돈을만들어재테크의기반을만들고싶으신가요?그러나,많은투자상품가운데어떤상품을해야될지난감할때가있으시죠?망설이지마세요.재테크와목돈마련의시작은바로정기적금입니다.비과세종합저축으로도가능한웰컴저축은행의정기적금!재테크의시작!웰컴저축은행과시작하세요.예금자보호영업점"
보증_1026,"불규칙한수입,목돈을만들어재테크의기반을만들고싶으신가요?일정기간동안금액및횟수에제한없이자유롭게납입하고,만기시월복리로이자를계산하여드립니다.금리는불입시점정기예금금리에연동됩니다."
보증_1027,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1028,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1029,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.예금자보호인터넷뱅킹
보증_1030,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.예금자보호인터넷뱅킹
보증_1031,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1032,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1033,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.예금자보호모바일뱅킹
보증_1034,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.
보증_1035,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1036,"첫째,가입후1년마다우대금리를드려요.둘째,매회전주기도래일에변동금리가적용되는상품이라금리상승기에유리해요.셋째,중도해지시에도회전주기총족기간에대해약정금리를100%지급해드려요."
보증_1037,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.예금자보호영업점
보증_1038,여유자금을3년이내의일정기간동안확정금리로예치하여이자수익을얻을수있는가장보편적인거치식예금상품입니다.혹시여유자금이있으신가요?적금이만기가되셨나요?진정한재테크의고수라면꼼꼼하게이자를따져보세요.고객님의여유자금을더욱풍성하게해드립니다.목돈운용의시작!웰컴저축은행과시작하세요.예금자보호영업점
보증_1039,퇴직연금가입기업및근로자를대상으로확정금리를제공하는예금상품입니다.
보증_1040,ISA계좌를통해서만가입가능합니다.예금자보호
보증_1041,"디지털페퍼 APP 전용 상품으로 한도제한 없음1인 1계좌 5천만원 이하 연 2.2%, 5천만원 초과 연 1.0%"
보증_1042,디지털페퍼 APP 전용상품으로 회전주기별로 계약기간 이내에 이자율이 변동 적용되는 상품
보증_1043,회전주기(6개월)별로 계약기간 이내에서 이자율이 변동 적용되는 정기예금
보증_1044,광주 페퍼스타디움에서 특별 적금 가입쿠폰을 나눠드립니다
보증_1045,디지털페퍼 APP 전용상품으로 회전주기별로 계약기간 이내에서 이자율이 변동 적용되는 정기예금
보증_1046,디지털페퍼 APP 전용상품으로 매월 정해진 금액(1만원~30만원)을 납입하여 만기일에 원리금 수령하는 목돈만들기 상품
보증_1047,디지털페퍼 APP 전용상품으로 단 하루만 맡기고 중도해지를 하더라도 이자를 드립니다.
보증_1048,고객님의 자금계획에 따라 단리식(매월 이자 지급식)과 복리식(회전주기 지급식)을 선택 할 수 있는 예금상품입니다.
보증_1049,디지털페퍼 APP 전용상품으로 여유자금 예치를 위한 거치식 예금상품
보증_1050,디지털페퍼 APP 전용상품으로 목돈 마련을 위한 적립식 예금상품
보증_1051,고객님의 자금 계획에 따라 복리식(만기 일시 지급식)과 단리식(매월 이자 지급식)을 선택할 수 있는 예금상품입니다.
보증_1052,원리금보장형 연금자산으로 운용하기 위한 예금 상품
보증_1053,개인종합자산관리계좌(ISA)에 편입되는 금융상품 포트폴리오를 위한 전용 정기예금 상품
보증_1054,"납입일, 횟수 제한 없이 자유롭게 납입할 수 있으며 이자가 월 복리로 계산되는 예금 상품입니다."
보증_1055,"가입금액, 가입기간 등의 제한이 없는 입출금이 자유로운 예금"
보증_1056,적립식 예금 상품
보증_1057,중도해지 시에도 예치기간별 이율이 적용되는단기 운용 맞춤 예금상품
보증_1058,적립식 예금상품
보증_1059,"300만원초과~2억원이하 연 2.2%, 2억원초과 0.5% 입출금이 자유로운 예금"
보증_1060,그린 체크카드를 월 5만원이상 사용고객에게금리우대 혜택을 드리는 입출금이 자유로운 예금상품입니다.
보증_1061,인터넷뱅킹과 모바일뱅킹을 통해 수수료 없이 타행계좌로 이체가 가능한 입출금이 자유로운 예금상품입니다.
보증_1062,가입후 회전시(1년단위) 변동금리가 적용되는 상품<br/> 회전시 정기예금 1년 금리 + 0.1%p제공<br />중도해지시에도 회전기간 충족 시 충족기간에 대한 약정금리 제공
보증_1063,중도해지 손해 없는 고금리 정기예금
보증_1064,가입시점 약정한 금리를 만기까지 확정하여 지급하는 상품<br />여유자금 운영의 대표 상품<br />신규 및 해지 이용가능시간 : (매일) 00:10 ~ 23:50
보증_1065,1구간단위로 적용이율이 상승하는 1년제 정기예금<br />(3개월 단위로 약정금리 상승)<br />중도해지시에도 경과기간에 따라 약정 금리 보장<br />금리변동시기 최적의 상품<br />신규 및 해지 이용가능시간 : (매일) 00:10 ~ 23:50
보증_1066,ISA 취급 금융기관을 대상으로 확정금리를 제공하는 예금상품
보증_1067,오픈뱅킹 이용실적에 따라 우대금리 <br/>부여하는 고금리 자유적립적금 상품
보증_1068,일정한 불입액과 불입일을 정하지 않고<br/> 계약기간동안 월 1회 자유롭게 납입가능한 자유적립식 적금<br />중도해지 없이 납입요건에 따라 필요자금을 중도인출 가능<br />신규 및 해지 이용가능시간 : (매일) 00:10 ~ 23:50
보증_1069,일정기간 가입한도를 정하고 미리 정한 금액을 정기적으로<br />납입하여 만기시 목돈을 마련할 수 있는 예금입니다.
보증_1070,내맘대로 통장을 쪼개는 즐거움 입출금 자유 예금
보증_1071,목돈 만들기 도전 프로젝트 <br/>입출금이자유로운예금
보증_1072,＇멤버십 우대＇ 금리 제공하는 고금리 입출금자유예금상품
보증_1073,오픈뱅킹 가입자를 위한 오픈뱅킹 입금 전용 고금리 입출금자유예금 상품
보증_1074,높은 기본금리에 예치잔액에 따라 우대금리가 적용되는<br/>애큐온 저축은행의 대표적 고금리 입출금 자유상품
보증_1075,하루만 맡기셔도 높은 금리를 드리는<br />애큐온저축은행의 대표적 수시 입출금 상품입니다.
보증_1076,"일시적 여유자금 보관, 송금/이체 등의 기본이 되는 계좌입니다.<br />여러가지 금융거래의 기본 계좌로 활용됩니다.<br />입출금이 자유로운 예금의 대표적 상품입니다."
보증_1077,법인 및 개인 기업의 일시 여유 자금을 저축하여 결제자금<br />용도로 사용하는 입출금이 자유로운 예금입니다.
보증_1078,거치기간에 따라 이자율이 차등 적용되는<br />입출금이 자유로운 예금입니다.
보증_1079,국민연금 수급자의 기본적인 연금수급권리를 보호하기<br />위한 압류방지 전용 예금 상품입니다.
보증_1080,하루만 맡겨도 기본금리 적용 & 만기해지시엔 추가금리가 더해지는 정기예금
보증_1081,목돈을 예치하는 상품
보증_1082,Fi 정기예금에 연0.05%를 더한 금리로 회전
보증_1083,6개월 회전주기로 금리가 변동되는 정기예금상품
보증_1084,하루만 맡겨도 약정금리(3개월단위 변동금리)가 적용되는 정기예금 상품
보증_1085,중도해지 시에도 약정이율(3개월 변동금리)을 드리는 정기예금 상품
보증_1086,퇴직연금제도에 따른 퇴직연금적립금 운용을 위한 정기예금
보증_1087,개인종합자산관리계좌에 편입되는 ISA 전용 정기예금
보증_1088,일정 금액을 매월 차곡차곡 모아 목돈 만드는 상품
보증_1089,우리 아이들을 위한 금리 우대 정기적금 상품
보증_1090,직장인에게 우대금리를 드리는 정기적금 상품
보증_1091,첫 가입으로 우대금리 혜택 받는 상품
보증_1092,특별한 금리와 혜택을 드리는 고액자산 맞춤형 입출금상품
